User_ID,Age,Gender,Occupation,Device_Type,Daily_Phone_Hours,Social_Media_Hours,Work_Productivity_Score,Sleep_Hours,Stress_Level,App_Usage_Count,Caffeine_Intake_Cups,Weekend_Screen_Time_Hours
u24626,57,male,freelancer,ios,10.2,4.4,1,6.0,5,32,3,13.5
u24627,34,male,student,ios,4.4,4.8,3,8.2,6,42,0,7.9
u24628,52,male,freelancer,ios,8.0,1.6,7,7.5,7,9,3,4.0
u24629,31,female,student,ios,2.2,7.7,4,5.3,4,25,3,11.7
u24630,25,female,business owner,android,11.2,0.5,1,8.3,10,54,2,13.3
u24631,36,other,freelancer,ios,11.7,1.4,1,8.2,7,21,0,7.5
u24632,49,female,business owner,android,5.6,6.7,8,7.7,4,43,6,9.3
u24633,50,male,business owner,android,8.1,1.1,10,6.2,10,29,2,2.8
u24634,54,male,freelancer,android,5.9,2.1,9,7.3,4,37,1,8.7
u24635,25,other,business owner,ios,5.5,1.2,5,5.4,5,52,0,6.0
u24636,23,female,business owner,ios,2.9,0.8,8,5.4,8,17,4,4.5
u24637,48,male,student,ios,10.0,5.7,1,7.5,5,56,6,2.5
u24638,57,other,professional,ios,9.2,5.2,4,8.0,6,32,0,7.1
u24639,46,female,student,android,4.0,4.7,8,8.2,4,6,3,7.5
u24640,27,female,student,android,5.0,6.7,9,6.9,10,49,4,4.0
u24641,44,female,professional,android,8.7,4.9,6,4.3,1,28,1,2.9
u24642,55,other,freelancer,android,5.5,2.8,10,4.1,3,56,6,4.4
u24643,57,female,professional,ios,1.5,1.0,8,7.3,10,7,0,9.6
u24644,56,male,freelancer,ios,2.7,7.9,3,5.3,2,42,6,10.1
u24645,57,male,professional,ios,4.1,3.7,1,4.9,4,20,2,5.9
u24646,35,other,professional,android,6.4,4.2,4,6.0,7,10,4,13.4
u24647,54,female,professional,ios,1.5,6.7,10,4.1,7,49,3,8.3
u24648,51,female,business owner,ios,11.1,6.3,1,4.2,4,49,0,4.8
u24649,24,other,business owner,ios,6.2,2.8,6,8.9,4,16,3,5.5
u24650,59,female,student,ios,11.7,3.5,6,7.8,6,7,1,10.3
u24651,28,other,freelancer,android,11.1,7.7,6,4.7,10,38,0,8.9
u24652,50,male,professional,ios,4.3,6.7,5,8.6,1,8,6,7.2
u24653,30,female,freelancer,ios,1.7,1.1,3,6.3,1,8,0,2.0
u24654,25,female,freelancer,android,7.1,7.9,8,7.8,6,23,2,4.1
u24655,53,female,freelancer,android,5.1,6.3,6,7.0,5,42,6,12.3
u24656,19,female,business owner,android,5.8,3.3,6,4.5,8,46,4,3.6
u24657,21,other,professional,android,11.7,2.5,4,7.8,3,26,1,5.9
u24658,32,female,student,ios,5.4,5.7,3,4.7,1,21,6,11.3
u24659,45,other,professional,android,9.2,5.3,1,8.8,7,55,3,13.3
u24660,45,other,business owner,ios,10.7,2.6,3,7.5,9,20,1,11.2
u24661,44,male,professional,android,3.1,2.6,9,4.5,8,49,1,3.9
u24662,19,female,professional,android,4.4,1.0,8,8.1,5,58,6,13.6
u24663,28,other,business owner,android,9.0,1.8,1,7.9,1,53,2,4.9
u24664,18,other,business owner,ios,5.9,2.9,1,5.7,7,48,3,12.8
u24665,21,other,business owner,ios,8.0,1.4,8,6.5,1,33,3,11.8
u24666,18,other,professional,ios,6.4,1.5,9,6.2,4,25,4,10.9
u24667,40,female,business owner,ios,2.2,3.3,8,8.3,2,40,2,3.5
u24668,30,male,student,android,3.1,5.5,1,7.8,10,39,0,11.6
u24669,28,other,freelancer,android,11.6,1.3,10,4.7,3,6,0,9.6
u24670,52,male,freelancer,ios,8.4,5.3,8,4.7,10,21,2,12.3
u24671,39,other,student,ios,9.3,7.7,6,7.1,8,50,3,3.0
u24672,30,male,professional,ios,3.9,1.6,6,6.9,3,20,5,12.2
u24673,52,other,professional,android,8.0,7.9,4,4.3,6,16,5,3.2
u24674,43,female,student,android,5.7,2.6,4,4.5,6,56,4,7.5
u24675,30,other,business owner,android,2.2,7.6,4,9.0,10,20,1,4.1
u24676,24,female,freelancer,ios,6.1,6.3,10,8.2,2,23,4,9.1
u24677,18,other,business owner,android,1.4,2.8,10,8.0,4,32,3,7.2
u24678,38,male,professional,android,10.2,4.5,6,5.6,5,6,2,3.6
u24679,58,female,professional,ios,11.1,1.2,10,8.1,3,54,6,3.2
u24680,20,other,professional,ios,8.4,4.5,3,7.0,6,27,4,9.7
u24681,38,other,business owner,android,3.1,4.3,4,7.4,3,11,6,5.8
u24682,29,other,professional,android,3.5,7.5,1,4.8,2,52,2,6.1
u24683,35,other,business owner,android,2.9,0.9,8,4.8,10,6,5,12.1
u24684,33,female,student,ios,3.0,7.3,3,9.0,10,17,5,4.1
u24685,51,other,freelancer,ios,7.7,6.1,10,7.1,5,56,6,2.0
u24686,33,male,student,ios,1.9,2.9,3,7.8,6,58,6,4.2
u24687,53,other,business owner,ios,6.4,3.8,3,8.2,4,8,0,9.8
u24688,18,other,professional,ios,9.2,3.0,7,7.2,8,30,6,13.2
u24689,40,other,student,android,5.8,0.5,3,4.1,10,51,6,5.0
u24690,53,male,freelancer,android,4.7,6.6,7,5.5,7,38,2,3.9
u24691,28,female,freelancer,ios,3.1,1.3,6,5.2,4,33,5,4.1
u24692,44,other,student,android,1.8,4.0,10,5.5,1,24,5,6.5
u24693,57,female,professional,ios,11.3,5.5,3,5.9,4,21,6,9.8
u24694,28,female,student,android,4.9,5.9,4,8.4,1,49,2,4.7
u24695,60,male,freelancer,ios,5.9,5.5,3,8.9,3,26,2,3.0
u24696,54,other,business owner,ios,2.0,5.1,8,4.7,2,20,2,13.6
u24697,57,male,freelancer,ios,7.3,2.6,9,4.0,10,55,0,10.9
u24698,21,female,business owner,android,4.3,5.4,10,7.8,7,14,2,11.7
u24699,21,female,professional,ios,2.5,3.6,4,7.1,5,37,2,3.0
u24700,46,male,freelancer,ios,9.5,3.2,4,6.2,4,32,1,6.2
u24701,43,female,professional,android,9.8,3.0,2,6.9,10,50,0,14.0
u24702,52,female,freelancer,ios,3.4,6.6,10,6.3,1,39,5,12.3
u24703,45,male,business owner,ios,10.8,2.2,4,7.8,8,31,3,5.8
u24704,28,male,business owner,android,3.0,7.2,6,7.3,8,35,5,9.6
u24705,47,other,professional,android,6.6,3.8,4,5.1,1,22,6,8.1
u24706,45,female,professional,ios,3.3,7.5,9,8.5,10,19,2,3.6
u24707,33,female,student,ios,7.3,6.6,9,7.5,2,17,5,7.0
u24708,32,female,business owner,ios,6.6,5.8,4,5.1,6,41,0,4.8
u24709,29,male,student,ios,6.9,7.8,7,5.9,6,6,2,9.6
u24710,53,male,professional,android,9.2,7.6,5,5.6,5,8,1,9.3
u24711,31,female,student,android,2.9,7.4,3,7.7,2,55,4,10.8
u24712,50,female,student,ios,11.2,7.7,4,4.9,5,51,5,12.2
u24713,57,other,business owner,android,7.7,7.2,4,8.3,2,51,2,5.0
u24714,42,other,professional,android,7.2,7.8,4,5.4,6,18,0,2.3
u24715,31,other,business owner,android,5.9,1.4,5,5.2,5,47,4,11.6
u24716,31,male,freelancer,android,6.9,6.6,4,5.6,10,50,3,11.6
u24717,48,other,student,ios,5.6,1.4,1,4.2,3,36,0,6.2
u24718,44,other,student,android,5.7,7.5,1,8.5,5,55,3,10.8
u24719,23,female,professional,android,11.9,4.6,10,6.8,6,48,1,7.2
u24720,50,other,professional,ios,1.4,3.0,5,8.7,10,10,1,10.2
u24721,39,female,professional,ios,3.7,1.4,2,4.8,1,60,1,2.6
u24722,58,male,business owner,android,11.3,7.4,1,5.3,3,30,4,10.7
u24723,25,male,freelancer,ios,10.7,3.0,7,6.5,3,42,0,9.3
u24724,58,female,freelancer,ios,3.7,1.6,8,4.1,9,54,4,9.5
u24725,52,other,business owner,android,10.8,6.8,2,6.3,8,24,3,4.1
u24726,43,other,freelancer,android,2.6,3.0,6,4.2,1,27,5,4.1
u24727,29,other,student,ios,4.5,0.8,5,7.9,4,19,4,10.8
u24728,43,male,student,ios,3.4,1.9,7,8.6,6,25,1,7.6
u24729,47,male,freelancer,android,1.0,6.0,2,6.8,9,19,2,10.2
u24730,24,female,professional,ios,10.5,3.5,7,7.2,9,6,1,6.1
u24731,33,male,student,ios,1.9,1.6,5,4.9,4,48,5,11.8
u24732,45,other,student,ios,8.8,1.6,7,4.6,5,10,0,2.4
u24733,53,other,business owner,android,11.2,7.4,7,7.1,7,56,6,8.3
u24734,37,female,student,ios,2.0,5.5,9,6.5,7,51,5,4.2
u24735,24,male,student,android,1.6,4.7,8,7.3,10,35,1,4.3
u24736,18,other,freelancer,ios,2.1,3.9,6,8.8,2,32,0,9.2
u24737,22,female,professional,ios,10.6,3.6,9,8.9,2,5,6,6.6
u24738,30,male,business owner,ios,4.8,5.5,5,4.9,7,44,1,4.7
u24739,27,male,professional,android,8.2,3.0,3,4.4,5,38,1,8.2
u24740,60,other,freelancer,ios,3.8,1.9,4,4.8,7,56,4,5.5
u24741,50,male,business owner,ios,10.5,3.7,3,8.9,6,30,3,7.1
u24742,28,female,freelancer,ios,3.5,5.7,6,7.7,4,50,0,4.2
u24743,30,other,student,android,9.7,2.3,4,8.8,6,7,2,5.5
u24744,32,male,student,ios,9.3,1.0,7,4.3,8,49,6,12.9
u24745,56,other,student,ios,5.0,5.7,10,4.9,2,21,0,4.6
u24746,27,male,professional,android,4.1,3.7,7,8.0,8,9,4,10.5
u24747,24,female,professional,ios,5.4,3.1,2,4.4,2,27,5,12.2
u24748,52,female,business owner,ios,3.0,0.7,4,4.1,4,23,5,10.4
u24749,50,male,professional,android,1.1,1.9,8,6.3,5,16,2,3.9
u24750,32,other,professional,ios,4.6,4.6,3,5.4,10,49,6,12.7
u24751,40,female,student,android,3.3,2.1,3,7.2,10,23,2,7.3
u24752,29,male,student,ios,9.4,7.4,8,5.8,3,32,6,4.6
u24753,47,male,student,ios,11.9,5.7,1,8.2,5,51,6,8.4
u24754,56,female,professional,ios,7.6,2.1,5,7.1,1,54,1,4.6
u24755,22,male,student,android,2.8,2.7,6,6.7,1,17,1,10.4
u24756,51,female,professional,ios,9.3,2.8,3,4.7,9,32,5,9.2
u24757,48,other,professional,ios,5.6,7.7,9,5.7,10,38,4,12.6
u24758,38,male,student,android,11.8,3.3,3,8.8,7,40,4,13.5
u24759,19,male,student,android,4.7,1.1,10,4.3,7,36,2,2.4
u24760,43,female,freelancer,ios,8.5,1.3,7,8.2,10,53,4,7.5
u24761,48,other,freelancer,android,10.2,6.2,10,6.8,1,60,6,13.2
u24762,49,female,student,android,11.8,4.1,3,5.7,3,16,3,4.7
u24763,42,female,freelancer,ios,3.8,5.1,3,4.2,6,12,4,13.7
u24764,24,other,business owner,ios,11.8,4.6,8,5.4,10,40,2,9.4
u24765,59,male,student,ios,7.3,1.1,10,4.6,6,53,3,5.0
u24766,20,female,business owner,ios,7.1,4.2,10,7.6,4,35,1,3.8
u24767,45,female,freelancer,android,11.8,6.9,1,4.5,9,8,4,5.8
u24768,58,male,freelancer,android,4.4,4.3,10,7.0,5,59,6,10.7
u24769,41,female,business owner,android,4.4,1.0,10,5.2,5,6,0,8.8
u24770,55,male,professional,android,4.1,7.9,10,6.6,1,31,4,6.4
u24771,28,female,business owner,android,7.0,6.4,1,6.8,6,60,2,11.8
u24772,18,other,student,ios,6.5,2.8,8,6.9,8,33,1,5.1
u24773,58,male,professional,android,6.7,6.1,5,4.7,5,9,2,7.4
u24774,52,other,professional,ios,6.0,3.2,9,5.8,4,8,5,9.1
u24775,51,male,professional,android,8.3,4.3,2,8.5,2,48,4,6.2
u24776,24,other,student,ios,10.0,1.6,8,7.9,10,19,4,6.7
u24777,59,female,business owner,android,4.9,5.2,10,5.4,7,25,1,9.4
u24778,35,other,professional,ios,5.5,0.9,5,8.4,4,42,4,3.3
u24779,33,female,student,ios,11.3,3.8,3,5.9,7,30,2,7.9
u24780,22,male,student,ios,4.3,4.8,1,4.6,7,55,5,10.9
u24781,57,other,business owner,android,4.0,7.3,7,5.8,10,59,1,4.0
u24782,26,other,professional,android,9.2,5.2,5,4.3,10,31,3,12.9
u24783,47,male,student,ios,9.9,3.5,10,6.5,3,8,5,8.8
u24784,56,other,business owner,android,8.8,0.6,1,5.2,4,35,3,13.1
u24785,46,male,professional,android,4.5,2.6,5,4.1,10,51,1,12.0
u24786,44,other,student,ios,6.6,1.7,9,6.9,7,20,2,4.6
u24787,25,male,student,android,3.6,5.2,7,8.5,1,28,1,4.4
u24788,47,male,professional,android,5.0,2.8,1,5.8,6,28,4,5.2
u24789,50,female,business owner,ios,7.8,2.5,1,8.4,4,41,5,8.3
u24790,25,other,student,android,2.3,5.3,6,6.1,6,5,0,9.2
u24791,40,male,professional,ios,8.6,1.7,9,5.1,2,19,5,12.8
u24792,55,male,freelancer,ios,4.9,7.0,7,4.0,9,23,4,12.2
u24793,44,other,business owner,ios,5.6,3.3,1,8.2,4,25,0,12.8
u24794,55,female,professional,android,10.6,3.6,2,6.0,9,16,4,3.4
u24795,52,male,freelancer,android,7.0,4.7,7,6.5,7,39,2,11.1
u24796,59,male,professional,android,1.0,7.5,8,8.1,1,53,6,13.6
u24797,33,female,freelancer,android,7.3,7.8,5,4.6,7,23,1,10.8
u24798,52,female,freelancer,android,2.0,4.0,7,5.0,4,19,2,3.0
u24799,37,female,professional,android,6.6,7.1,2,4.8,3,60,1,3.3
u24800,40,other,business owner,android,2.9,7.4,10,9.0,9,46,5,4.9
u24801,60,male,business owner,android,6.1,7.0,9,5.1,9,29,6,13.4
u24802,49,male,freelancer,ios,11.1,7.5,4,4.5,5,12,5,6.6
u24803,29,male,professional,android,11.4,2.8,6,8.1,1,14,5,11.1
u24804,19,male,student,ios,5.6,1.2,9,5.3,5,5,4,11.0
u24805,27,male,freelancer,android,8.0,7.4,9,5.5,8,35,3,12.5
u24806,43,male,student,ios,10.0,3.8,3,7.5,8,42,1,11.6
u24807,42,female,student,ios,6.2,2.6,8,5.3,7,52,1,9.7
u24808,41,other,professional,ios,6.0,7.2,10,6.5,4,54,0,11.6
u24809,43,other,business owner,ios,2.1,5.8,1,6.4,3,28,3,6.5
u24810,52,other,student,ios,6.0,6.9,3,7.6,8,11,2,11.9
u24811,42,other,professional,android,2.1,2.7,2,4.3,1,10,0,12.7
u24812,28,male,professional,android,5.3,1.0,8,5.8,3,49,3,4.5
u24813,57,female,student,android,8.6,6.6,9,4.6,3,44,3,6.4
u24814,40,female,business owner,android,6.3,7.4,9,7.7,3,25,0,8.3
u24815,54,other,business owner,ios,9.2,2.9,3,8.1,10,36,2,10.0
u24816,24,female,freelancer,android,11.1,7.7,6,4.3,5,52,2,6.3
u24817,26,male,student,ios,3.6,2.8,3,4.5,8,14,3,8.7
u24818,38,male,student,android,4.4,2.8,5,7.9,7,36,6,10.9
u24819,46,female,business owner,android,7.1,1.0,10,7.8,3,56,5,9.3
u24820,31,male,professional,android,2.3,5.4,8,5.4,3,32,2,11.9
u24821,37,male,professional,android,11.1,7.0,4,5.2,1,21,6,12.1
u24822,57,other,professional,ios,4.2,1.1,3,8.9,4,19,5,12.9
u24823,50,male,freelancer,ios,8.0,3.8,2,6.4,5,32,5,8.7
u24824,55,other,student,ios,4.3,5.2,10,7.3,4,40,6,13.8
u24825,54,other,business owner,android,9.2,4.5,4,4.3,8,31,0,6.8
u24826,28,female,student,ios,11.6,5.7,7,8.1,8,32,2,10.6
u24827,39,female,student,ios,7.5,5.4,10,5.4,4,36,5,6.3
u24828,38,male,freelancer,ios,7.2,5.1,1,5.5,7,49,6,13.4
u24829,32,male,professional,android,6.2,5.1,10,5.5,5,40,1,9.7
u24830,56,male,student,android,4.9,5.5,8,4.1,4,53,5,12.6
u24831,35,other,professional,android,9.1,1.5,8,5.7,9,47,3,12.0
u24832,60,other,professional,ios,8.1,5.9,5,7.4,4,8,3,7.7
u24833,45,female,professional,ios,11.5,6.4,7,4.7,1,17,4,9.5
u24834,58,other,student,ios,3.1,7.4,10,4.3,1,35,6,5.1
u24835,58,female,professional,ios,10.4,6.4,9,5.4,10,56,2,2.1
u24836,18,male,business owner,android,5.9,1.5,4,6.1,5,58,1,4.6
u24837,46,other,freelancer,android,10.9,0.8,4,9.0,5,42,0,7.2
u24838,37,male,professional,ios,6.2,2.2,2,4.6,4,43,3,11.9
u24839,26,other,freelancer,ios,9.1,5.5,9,4.3,1,52,1,10.9
u24840,55,other,professional,ios,2.0,6.3,4,7.4,6,18,1,10.4
u24841,56,female,business owner,android,1.8,4.5,5,4.6,1,27,5,5.6
u24842,19,other,professional,ios,6.2,2.4,4,6.6,5,47,5,4.2
u24843,46,male,freelancer,android,8.6,2.0,2,7.6,4,7,5,12.2
u24844,35,female,freelancer,android,4.2,3.2,9,6.9,1,22,2,10.4
u24845,58,male,business owner,android,7.8,0.6,7,4.8,7,8,3,7.4
u24846,48,other,professional,ios,9.0,2.5,6,6.0,5,8,2,2.6
u24847,27,female,business owner,android,6.1,7.4,10,6.4,9,33,5,3.0
u24848,57,female,business owner,ios,3.3,3.7,3,4.4,7,51,1,8.0
u24849,44,female,student,android,3.4,6.3,3,4.5,6,59,0,13.7
u24850,45,female,freelancer,android,1.3,0.6,7,4.6,7,19,4,7.3
u24851,55,other,business owner,android,2.4,7.2,7,8.4,5,37,0,6.9
u24852,37,male,freelancer,android,11.7,7.8,4,4.3,7,51,6,10.1
u24853,22,male,student,android,7.3,0.9,5,7.0,5,8,0,7.9
u24854,46,other,student,android,5.9,7.6,2,4.4,7,38,3,7.7
u24855,54,male,student,ios,2.5,3.6,8,5.5,4,59,3,2.8
u24856,57,male,student,ios,7.7,5.9,3,8.8,8,14,0,12.7
u24857,43,male,student,ios,8.4,3.7,2,5.9,10,27,4,3.0
u24858,49,male,professional,android,8.2,0.7,9,8.9,7,53,4,3.3
u24859,19,female,freelancer,ios,3.8,3.1,10,5.2,4,14,2,4.3
u24860,53,female,business owner,ios,11.5,4.2,1,5.9,6,10,5,7.7
u24861,18,female,business owner,android,10.1,6.6,10,6.1,9,24,3,12.6
u24862,53,male,professional,ios,8.2,4.1,8,5.1,4,46,4,5.0
u24863,56,other,student,ios,5.6,5.9,3,8.0,7,40,3,9.1
u24864,47,other,freelancer,ios,3.6,3.5,5,8.1,10,23,0,6.1
u24865,37,female,professional,ios,9.7,5.8,7,7.8,8,34,4,5.5
u24866,49,male,freelancer,android,11.6,5.5,1,4.7,4,12,0,2.9
u24867,34,female,student,android,3.4,7.7,1,7.8,10,46,0,8.3
u24868,53,male,professional,android,3.9,4.8,3,8.8,6,31,6,7.9
u24869,40,male,professional,ios,2.9,6.5,9,7.6,1,47,2,4.6
u24870,57,female,freelancer,ios,5.9,5.2,4,4.2,8,23,3,2.4
u24871,54,other,professional,android,11.3,6.5,4,5.3,2,13,3,6.4
u24872,36,male,business owner,android,6.0,6.0,6,8.0,1,20,6,12.4
u24873,43,female,freelancer,android,2.3,5.2,9,6.7,10,43,4,6.6
u24874,35,female,business owner,ios,11.9,1.3,2,6.8,8,24,3,10.6
u24875,22,other,student,ios,4.4,4.4,3,7.9,6,16,1,2.3
u24876,50,male,business owner,android,8.2,6.8,4,4.5,9,51,4,11.7
u24877,30,female,student,ios,7.1,8.0,4,8.5,9,56,3,3.1
u24878,56,female,professional,ios,5.7,1.8,2,6.3,6,27,1,9.2
u24879,50,female,business owner,ios,8.9,1.5,3,8.1,8,40,0,4.4
u24880,37,female,business owner,android,4.0,6.6,4,8.7,10,8,4,7.2
u24881,25,male,business owner,android,3.4,7.2,3,8.9,4,19,1,8.6
u24882,44,other,professional,android,5.2,4.4,9,8.7,7,54,5,9.8
u24883,47,other,business owner,android,4.2,6.2,3,8.1,3,30,4,12.4
u24884,33,other,business owner,ios,8.5,6.6,3,8.8,1,32,2,7.1
u24885,36,female,student,ios,8.8,4.0,5,5.8,2,40,3,13.4
u24886,47,other,freelancer,ios,9.0,7.3,7,6.4,6,26,3,12.4
u24887,51,male,student,ios,9.5,3.0,1,5.3,2,13,2,8.0
u24888,58,other,professional,android,6.3,4.2,1,7.6,3,27,5,4.3
u24889,39,other,freelancer,ios,2.8,6.2,4,7.8,6,8,5,10.3
u24890,31,female,business owner,ios,6.3,3.7,4,4.6,1,47,0,2.2
u24891,43,male,professional,android,1.5,0.6,6,6.2,6,42,5,3.0
u24892,55,female,freelancer,android,4.5,3.1,1,8.2,3,44,3,8.0
u24893,52,other,business owner,android,6.7,1.1,4,7.0,10,17,2,8.1
u24894,52,other,student,android,11.6,1.1,2,6.4,5,34,4,12.0
u24895,24,male,professional,android,10.7,2.0,10,6.1,6,10,3,3.7
u24896,42,male,freelancer,ios,3.4,2.1,4,7.3,9,7,3,3.1
u24897,36,male,business owner,ios,11.5,4.9,6,6.5,3,50,6,2.2
u24898,55,female,professional,ios,4.2,7.5,5,8.5,3,54,2,4.0
u24899,52,female,freelancer,android,2.4,5.5,5,6.9,7,58,5,13.6
u24900,19,male,business owner,android,8.8,1.0,9,5.2,5,26,0,12.8
u24901,34,other,professional,android,4.7,2.9,5,6.8,8,8,3,10.2
u24902,36,female,business owner,android,6.3,1.4,9,5.6,1,8,2,2.3
u24903,38,other,student,android,3.3,4.3,7,5.9,2,39,5,11.4
u24904,18,other,student,ios,1.9,4.1,5,8.2,1,18,0,8.4
u24905,56,male,professional,ios,7.1,7.1,4,7.2,6,27,5,8.2
u24906,28,female,freelancer,android,3.3,7.6,6,5.2,1,10,6,8.4
u24907,60,male,student,ios,4.0,2.3,2,4.6,2,42,4,10.1
u24908,58,male,professional,android,9.7,3.9,4,4.9,7,11,5,8.3
u24909,50,female,professional,android,9.5,3.5,6,6.6,10,45,2,4.0
u24910,43,other,student,android,1.6,1.4,7,5.8,6,49,4,8.8
u24911,18,female,business owner,android,7.8,6.1,6,8.9,2,18,3,6.6
u24912,38,other,professional,android,6.3,1.7,4,6.3,8,18,6,8.7
u24913,28,female,business owner,ios,8.5,4.2,8,5.7,10,25,1,2.8
u24914,25,other,professional,ios,10.1,4.5,3,5.9,2,57,6,4.6
u24915,20,other,professional,ios,2.7,4.3,2,4.9,9,27,5,5.4
u24916,28,female,business owner,ios,1.7,2.4,2,7.6,5,46,5,5.0
u24917,43,female,freelancer,android,11.4,6.6,7,4.4,4,8,2,4.3
u24918,26,other,professional,ios,11.2,7.7,4,8.4,9,36,1,7.7
u24919,47,female,freelancer,ios,7.2,1.1,4,8.3,3,49,0,3.5
u24920,20,male,business owner,ios,6.2,2.9,2,8.5,10,7,3,5.9
u24921,43,male,business owner,ios,2.5,4.2,3,4.3,3,20,1,5.5
u24922,43,male,business owner,ios,11.2,5.4,10,8.8,5,17,2,6.9
u24923,36,male,professional,android,1.0,1.8,3,8.2,9,9,2,10.4
u24924,53,female,professional,ios,1.9,7.0,4,7.4,8,45,5,6.1
u24925,56,other,business owner,android,3.7,3.8,8,8.0,9,54,3,10.9
u24926,21,female,professional,android,11.2,0.5,9,6.0,5,10,3,11.9
u24927,19,female,professional,android,8.4,4.3,8,8.2,4,46,4,5.8
u24928,52,other,freelancer,ios,6.8,7.2,1,4.8,10,29,6,9.5
u24929,29,male,professional,android,8.1,7.1,7,5.2,7,46,5,4.7
u24930,35,male,freelancer,android,1.3,6.7,1,5.4,5,46,4,12.3
u24931,52,male,professional,android,8.2,3.7,10,5.9,1,15,3,3.5
u24932,34,other,business owner,android,6.1,5.3,9,7.0,7,60,1,8.3
u24933,40,male,business owner,android,9.9,2.4,7,4.3,10,11,2,6.5
u24934,51,female,student,ios,6.4,4.4,5,4.5,7,8,3,8.3
u24935,24,female,business owner,android,1.3,5.5,7,8.9,2,47,2,13.7
u24936,32,female,freelancer,android,8.0,6.5,6,8.8,3,24,1,13.4
u24937,18,male,business owner,ios,1.1,6.6,3,4.3,2,21,4,11.0
u24938,53,female,freelancer,android,3.7,0.8,9,5.0,5,28,3,11.4
u24939,52,male,professional,ios,11.2,5.7,3,4.0,8,38,2,13.0
u24940,54,female,professional,ios,8.5,4.9,9,5.2,8,32,2,2.7
u24941,53,other,freelancer,android,7.8,2.5,1,7.7,5,57,3,9.6
u24942,30,male,freelancer,android,2.4,3.0,1,4.4,10,50,4,12.2
u24943,60,other,business owner,ios,10.6,5.5,4,6.2,3,54,3,11.3
u24944,20,other,professional,android,2.4,2.2,2,8.7,6,36,2,7.8
u24945,39,female,professional,ios,1.1,2.9,5,8.5,4,59,1,10.6
u24946,48,female,freelancer,ios,2.3,4.3,9,6.8,2,37,1,10.9
u24947,37,female,student,ios,2.6,7.4,3,7.7,6,58,0,7.9
u24948,60,female,business owner,android,6.1,7.4,10,7.0,1,25,4,4.2
u24949,52,male,professional,ios,8.1,2.2,4,6.2,1,37,4,8.9
u24950,53,other,business owner,android,9.8,4.6,10,7.9,2,37,2,2.5
u24951,33,other,freelancer,ios,1.9,6.0,8,6.2,6,32,5,7.8
u24952,57,male,professional,ios,12.0,2.5,4,8.4,5,48,0,3.8
u24953,56,female,freelancer,ios,1.3,2.4,5,6.1,8,58,3,13.4
u24954,48,female,freelancer,ios,8.9,7.7,5,4.7,3,57,4,9.1
u24955,34,female,student,android,7.3,1.8,7,5.1,9,57,1,5.7
u24956,24,female,freelancer,android,4.4,7.8,9,5.2,1,21,4,8.9
u24957,53,other,professional,android,1.2,0.8,1,4.7,4,52,6,6.4
u24958,40,male,student,android,6.0,4.3,2,5.4,4,51,4,6.3
u24959,44,male,business owner,android,3.2,6.6,4,6.8,9,9,3,6.9
u24960,33,other,professional,android,8.9,5.8,3,8.2,9,13,5,7.5
u24961,18,male,professional,android,6.0,3.5,8,5.0,6,13,4,4.4
u24962,27,other,business owner,ios,2.7,6.6,10,6.5,3,49,5,11.3
u24963,46,male,student,android,9.0,1.3,10,7.3,3,17,6,5.0
u24964,41,male,business owner,android,6.3,7.9,7,8.2,1,49,1,7.4
u24965,18,female,business owner,ios,8.4,5.9,2,8.4,7,7,2,6.6
u24966,21,male,student,android,5.1,3.0,4,8.6,3,54,1,8.7
u24967,18,other,student,ios,7.7,3.2,7,8.6,3,46,3,13.5
u24968,31,female,freelancer,android,5.6,5.4,2,7.6,6,54,3,9.5
u24969,20,female,professional,android,11.8,4.7,8,4.4,7,6,6,5.4
u24970,40,male,freelancer,android,9.4,6.1,3,8.7,8,9,5,3.3
u24971,42,other,freelancer,android,4.8,5.9,7,4.7,5,34,1,11.8
u24972,43,female,business owner,android,8.4,6.2,5,5.9,8,15,0,10.4
u24973,24,male,business owner,android,1.4,1.3,2,5.6,3,27,1,12.3
u24974,55,male,professional,android,8.1,1.3,4,6.2,10,20,0,11.7
u24975,56,other,professional,ios,6.9,7.5,7,7.2,8,10,1,10.2
u24976,40,other,student,android,3.8,7.6,4,4.8,7,7,3,2.4
u24977,59,other,business owner,ios,2.4,4.6,9,5.0,2,49,4,9.9
u24978,31,female,professional,ios,8.9,1.5,5,5.7,10,44,1,9.7
u24979,19,male,professional,android,11.3,2.8,9,4.7,6,52,4,8.3
u24980,40,female,professional,android,6.7,3.9,8,4.1,4,43,1,2.4
u24981,42,female,student,ios,5.9,5.5,1,7.8,8,15,4,13.0
u24982,36,other,student,android,1.1,7.2,5,5.3,3,56,5,7.6
u24983,24,female,professional,android,2.3,5.1,2,7.0,10,14,0,10.4
u24984,53,female,freelancer,ios,6.8,7.2,4,7.6,9,22,0,6.6
u24985,34,male,freelancer,android,8.4,1.4,10,7.7,5,25,5,13.0
u24986,54,male,business owner,android,4.0,1.8,2,6.0,8,23,2,3.5
u24987,30,female,student,ios,6.3,5.2,5,8.4,3,16,5,2.1
u24988,46,male,freelancer,ios,11.8,4.7,5,7.0,1,9,5,11.4
u24989,52,female,professional,android,4.4,7.2,8,5.1,2,36,3,8.5
u24990,60,male,student,android,7.9,7.9,10,4.1,2,41,1,5.5
u24991,36,other,professional,ios,6.8,1.6,6,8.9,10,12,3,10.3
